"scaffold","genbank.accn","refseq.accn","scaffold.len"
"phaCin_unsw_v4.1.fa.scaf01204","MSTS01001204.1","NW_018345155.1",25304
"phaCin_unsw_v4.1.fa.scaf01205","MSTS01001205.1","NW_018345156.1",25281
"phaCin_unsw_v4.1.fa.scaf01206","MSTS01001206.1","NW_018345157.1",25262
"phaCin_unsw_v4.1.fa.scaf01207","MSTS01001207.1","NW_018345158.1",25258
"phaCin_unsw_v4.1.fa.scaf01208","MSTS01001208.1","NW_018345159.1",25232
"phaCin_unsw_v4.1.fa.scaf01209","MSTS01001209.1","NW_018345160.1",25228
"phaCin_unsw_v4.1.fa.scaf01210","MSTS01001210.1","NW_018345161.1",25180
"phaCin_unsw_v4.1.fa.scaf01211","MSTS01001211.1","NW_018345162.1",25170
"phaCin_unsw_v4.1.fa.scaf01212","MSTS01001212.1","NW_018345163.1",25121
"phaCin_unsw_v4.1.fa.scaf01213","MSTS01001213.1","NW_018345164.1",25118
"phaCin_unsw_v4.1.fa.scaf01214","MSTS01001214.1","NW_018345165.1",25115
"phaCin_unsw_v4.1.fa.scaf01215","MSTS01001215.1","NW_018345166.1",25074
"phaCin_unsw_v4.1.fa.scaf01216","MSTS01001216.1","NW_018345167.1",25069
"phaCin_unsw_v4.1.fa.scaf01217","MSTS01001217.1","NW_018345168.1",25006
"phaCin_unsw_v4.1.fa.scaf01218","MSTS01001218.1","NW_018345169.1",24986
"phaCin_unsw_v4.1.fa.scaf01219","MSTS01001219.1","NW_018345170.1",24986
"phaCin_unsw_v4.1.fa.scaf01220","MSTS01001220.1","NW_018345171.1",24958
"phaCin_unsw_v4.1.fa.scaf01221","MSTS01001221.1","NW_018345172.1",24954
"phaCin_unsw_v4.1.fa.scaf01222","MSTS01001222.1","NW_018345173.1",24931
"phaCin_unsw_v4.1.fa.scaf01223","MSTS01001223.1","NW_018345174.1",24898
"phaCin_unsw_v4.1.fa.scaf01224","MSTS01001224.1","NW_018345175.1",24879
"phaCin_unsw_v4.1.fa.scaf01225","MSTS01001225.1","NW_018345176.1",24873
"phaCin_unsw_v4.1.fa.scaf01226","MSTS01001226.1","NW_018345177.1",24861
"phaCin_unsw_v4.1.fa.scaf01227","MSTS01001227.1","NW_018345178.1",24849
"phaCin_unsw_v4.1.fa.scaf01228","MSTS01001228.1","NW_018345179.1",24844
"phaCin_unsw_v4.1.fa.scaf01229","MSTS01001229.1","NW_018345180.1",24828
"phaCin_unsw_v4.1.fa.scaf01230","MSTS01001230.1","NW_018345181.1",24798
"phaCin_unsw_v4.1.fa.scaf01231","MSTS01001231.1","NW_018345182.1",24795
"phaCin_unsw_v4.1.fa.scaf01232","MSTS01001232.1","NW_018345183.1",24782
"phaCin_unsw_v4.1.fa.scaf01233","MSTS01001233.1","NW_018345184.1",24728
"phaCin_unsw_v4.1.fa.scaf01234","MSTS01001234.1","NW_018345185.1",24723
"phaCin_unsw_v4.1.fa.scaf01235","MSTS01001235.1","NW_018345186.1",24704
"phaCin_unsw_v4.1.fa.scaf01236","MSTS01001236.1","NW_018345187.1",24702
"phaCin_unsw_v4.1.fa.scaf01237","MSTS01001237.1","NW_018345188.1",24686
"phaCin_unsw_v4.1.fa.scaf01238","MSTS01001238.1","NW_018345189.1",24677
"phaCin_unsw_v4.1.fa.scaf01239","MSTS01001239.1","NW_018345190.1",24674
"phaCin_unsw_v4.1.fa.scaf01240","MSTS01001240.1","NW_018345191.1",24647
"phaCin_unsw_v4.1.fa.scaf01241","MSTS01001241.1","NW_018345192.1",24628
"phaCin_unsw_v4.1.fa.scaf01242","MSTS01001242.1","NW_018345193.1",24618
"phaCin_unsw_v4.1.fa.scaf01243","MSTS01001243.1","NW_018345194.1",24609
"phaCin_unsw_v4.1.fa.scaf01244","MSTS01001244.1","NW_018345195.1",24604
"phaCin_unsw_v4.1.fa.scaf01245","MSTS01001245.1","NW_018345196.1",24565
"phaCin_unsw_v4.1.fa.scaf01246","MSTS01001246.1","NW_018345197.1",24516
"phaCin_unsw_v4.1.fa.scaf01247","MSTS01001247.1","NW_018345198.1",24449
"phaCin_unsw_v4.1.fa.scaf01248","MSTS01001248.1","NW_018345199.1",24445
"phaCin_unsw_v4.1.fa.scaf01249","MSTS01001249.1","NW_018345200.1",24438
"phaCin_unsw_v4.1.fa.scaf01250","MSTS01001250.1","NW_018345201.1",24430
"phaCin_unsw_v4.1.fa.scaf01251","MSTS01001251.1","NW_018345202.1",24324
"phaCin_unsw_v4.1.fa.scaf01252","MSTS01001252.1","NW_018345203.1",24315
"phaCin_unsw_v4.1.fa.scaf01253","MSTS01001253.1","NW_018345204.1",24307
"phaCin_unsw_v4.1.fa.scaf01254","MSTS01001254.1","NW_018345205.1",24277
"phaCin_unsw_v4.1.fa.scaf01255","MSTS01001255.1","NW_018345206.1",24263
"phaCin_unsw_v4.1.fa.scaf01256","MSTS01001256.1","NW_018345207.1",24225
"phaCin_unsw_v4.1.fa.scaf01257","MSTS01001257.1","NW_018345208.1",24193
"phaCin_unsw_v4.1.fa.scaf01258","MSTS01001258.1","NW_018345209.1",24189
"phaCin_unsw_v4.1.fa.scaf01259","MSTS01001259.1","NW_018345210.1",24172
"phaCin_unsw_v4.1.fa.scaf01260","MSTS01001260.1","NW_018345211.1",24138
"phaCin_unsw_v4.1.fa.scaf01261","MSTS01001261.1","NW_018345212.1",24131
"phaCin_unsw_v4.1.fa.scaf01262","MSTS01001262.1","NW_018345213.1",24105
"phaCin_unsw_v4.1.fa.scaf01263","MSTS01001263.1","NW_018345214.1",24063
"phaCin_unsw_v4.1.fa.scaf01264","MSTS01001264.1","NW_018345215.1",24060
"phaCin_unsw_v4.1.fa.scaf01265","MSTS01001265.1","NW_018345216.1",24024
"phaCin_unsw_v4.1.fa.scaf01266","MSTS01001266.1","NW_018345217.1",24023
"phaCin_unsw_v4.1.fa.scaf01267","MSTS01001267.1","NW_018345218.1",24015
"phaCin_unsw_v4.1.fa.scaf01268","MSTS01001268.1","NW_018345219.1",24013
"phaCin_unsw_v4.1.fa.scaf01269","MSTS01001269.1","NW_018345220.1",23954
"phaCin_unsw_v4.1.fa.scaf01270","MSTS01001270.1","NW_018345221.1",23836
"phaCin_unsw_v4.1.fa.scaf01271","MSTS01001271.1","NW_018345222.1",23826
"phaCin_unsw_v4.1.fa.scaf01272","MSTS01001272.1","NW_018345223.1",23824
"phaCin_unsw_v4.1.fa.scaf01273","MSTS01001273.1","NW_018345224.1",23798
"phaCin_unsw_v4.1.fa.scaf01274","MSTS01001274.1","NW_018345225.1",23797
"phaCin_unsw_v4.1.fa.scaf01275","MSTS01001275.1","NW_018345226.1",23767
"phaCin_unsw_v4.1.fa.scaf01276","MSTS01001276.1","NW_018345227.1",23737
"phaCin_unsw_v4.1.fa.scaf01277","MSTS01001277.1","NW_018345228.1",23707
"phaCin_unsw_v4.1.fa.scaf01278","MSTS01001278.1","NW_018345229.1",23663
"phaCin_unsw_v4.1.fa.scaf01279","MSTS01001279.1","NW_018345230.1",23615
"phaCin_unsw_v4.1.fa.scaf01280","MSTS01001280.1","NW_018345231.1",23572
"phaCin_unsw_v4.1.fa.scaf01281","MSTS01001281.1","NW_018345232.1",23534
"phaCin_unsw_v4.1.fa.scaf01282","MSTS01001282.1","NW_018345233.1",23521
"phaCin_unsw_v4.1.fa.scaf01283","MSTS01001283.1","NW_018345234.1",23516
"phaCin_unsw_v4.1.fa.scaf01284","MSTS01001284.1","NW_018345235.1",23495
"phaCin_unsw_v4.1.fa.scaf01285","MSTS01001285.1","NW_018345236.1",23488
"phaCin_unsw_v4.1.fa.scaf01286","MSTS01001286.1","NW_018345237.1",23477
"phaCin_unsw_v4.1.fa.scaf01287","MSTS01001287.1","NW_018345238.1",23462
"phaCin_unsw_v4.1.fa.scaf01288","MSTS01001288.1","NW_018345239.1",23459
"phaCin_unsw_v4.1.fa.scaf01289","MSTS01001289.1","NW_018345240.1",23401
"phaCin_unsw_v4.1.fa.scaf01290","MSTS01001290.1","NW_018345241.1",23239
"phaCin_unsw_v4.1.fa.scaf01291","MSTS01001291.1","NW_018345242.1",23164
"phaCin_unsw_v4.1.fa.scaf01292","MSTS01001292.1","NW_018345243.1",23158
"phaCin_unsw_v4.1.fa.scaf01293","MSTS01001293.1","NW_018345244.1",23151
"phaCin_unsw_v4.1.fa.scaf01294","MSTS01001294.1","NW_018345245.1",23122
"phaCin_unsw_v4.1.fa.scaf01295","MSTS01001295.1","NW_018345246.1",23100
"phaCin_unsw_v4.1.fa.scaf01296","MSTS01001296.1","NW_018345247.1",23100
"phaCin_unsw_v4.1.fa.scaf01297","MSTS01001297.1","NW_018345248.1",23065
"phaCin_unsw_v4.1.fa.scaf01298","MSTS01001298.1","NW_018345249.1",23041
"phaCin_unsw_v4.1.fa.scaf01299","MSTS01001299.1","NW_018345250.1",23016
"phaCin_unsw_v4.1.fa.scaf01300","MSTS01001300.1","NW_018345251.1",22972
"phaCin_unsw_v4.1.fa.scaf01301","MSTS01001301.1","NW_018345252.1",22936
"phaCin_unsw_v4.1.fa.scaf01302","MSTS01001302.1","NW_018345253.1",22837
"phaCin_unsw_v4.1.fa.scaf01303","MSTS01001303.1","NW_018345254.1",22819
"phaCin_unsw_v4.1.fa.scaf01304","MSTS01001304.1","NW_018345255.1",22793
"phaCin_unsw_v4.1.fa.scaf01305","MSTS01001305.1","NW_018345256.1",22772
"phaCin_unsw_v4.1.fa.scaf01306","MSTS01001306.1","NW_018345257.1",22708
"phaCin_unsw_v4.1.fa.scaf01307","MSTS01001307.1","NW_018345258.1",22700
"phaCin_unsw_v4.1.fa.scaf01308","MSTS01001308.1","NW_018345259.1",22670
"phaCin_unsw_v4.1.fa.scaf01309","MSTS01001309.1","NW_018345260.1",22657
"phaCin_unsw_v4.1.fa.scaf01310","MSTS01001310.1","NW_018345261.1",22642
"phaCin_unsw_v4.1.fa.scaf01311","MSTS01001311.1","NW_018345262.1",22629
"phaCin_unsw_v4.1.fa.scaf01312","MSTS01001312.1","NW_018345263.1",22608
"phaCin_unsw_v4.1.fa.scaf01313","MSTS01001313.1","NW_018345264.1",22584
"phaCin_unsw_v4.1.fa.scaf01314","MSTS01001314.1","NW_018345265.1",22579
"phaCin_unsw_v4.1.fa.scaf01315","MSTS01001315.1","NW_018345266.1",22569
"phaCin_unsw_v4.1.fa.scaf01316","MSTS01001316.1","NW_018345267.1",22555
"phaCin_unsw_v4.1.fa.scaf01317","MSTS01001317.1","NW_018345268.1",22552
"phaCin_unsw_v4.1.fa.scaf01318","MSTS01001318.1","NW_018345269.1",22550
"phaCin_unsw_v4.1.fa.scaf01319","MSTS01001319.1","NW_018345270.1",22531
"phaCin_unsw_v4.1.fa.scaf01320","MSTS01001320.1","NW_018345271.1",22520
"phaCin_unsw_v4.1.fa.scaf01321","MSTS01001321.1","NW_018345272.1",22500
"phaCin_unsw_v4.1.fa.scaf01322","MSTS01001322.1","NW_018345273.1",22493
"phaCin_unsw_v4.1.fa.scaf01323","MSTS01001323.1","NW_018345274.1",22487
"phaCin_unsw_v4.1.fa.scaf01324","MSTS01001324.1","NW_018345275.1",22407
"phaCin_unsw_v4.1.fa.scaf01325","MSTS01001325.1","NW_018345276.1",22401
"phaCin_unsw_v4.1.fa.scaf01326","MSTS01001326.1","NW_018345277.1",22304
"phaCin_unsw_v4.1.fa.scaf01327","MSTS01001327.1","NW_018345278.1",22276
"phaCin_unsw_v4.1.fa.scaf01328","MSTS01001328.1","NW_018345279.1",22275
"phaCin_unsw_v4.1.fa.scaf01329","MSTS01001329.1","NW_018345280.1",22265
"phaCin_unsw_v4.1.fa.scaf01330","MSTS01001330.1","NW_018345281.1",22238
"phaCin_unsw_v4.1.fa.scaf01331","MSTS01001331.1","NW_018345282.1",22229
"phaCin_unsw_v4.1.fa.scaf01332","MSTS01001332.1","NW_018345283.1",22135
"phaCin_unsw_v4.1.fa.scaf01333","MSTS01001333.1","NW_018345284.1",22090
"phaCin_unsw_v4.1.fa.scaf01334","MSTS01001334.1","NW_018345285.1",22088
"phaCin_unsw_v4.1.fa.scaf01335","MSTS01001335.1","NW_018345286.1",22024
"phaCin_unsw_v4.1.fa.scaf01336","MSTS01001336.1","NW_018345287.1",21991
"phaCin_unsw_v4.1.fa.scaf01337","MSTS01001337.1","NW_018345288.1",21990
"phaCin_unsw_v4.1.fa.scaf01338","MSTS01001338.1","NW_018345289.1",21981
"phaCin_unsw_v4.1.fa.scaf01339","MSTS01001339.1","NW_018345290.1",21956
"phaCin_unsw_v4.1.fa.scaf01340","MSTS01001340.1","NW_018345291.1",21897
"phaCin_unsw_v4.1.fa.scaf01341","MSTS01001341.1","NW_018345292.1",21886
"phaCin_unsw_v4.1.fa.scaf01342","MSTS01001342.1","NW_018345293.1",21878
"phaCin_unsw_v4.1.fa.scaf01343","MSTS01001343.1","NW_018345294.1",21828
"phaCin_unsw_v4.1.fa.scaf01344","MSTS01001344.1","NW_018345295.1",21793
"phaCin_unsw_v4.1.fa.scaf01345","MSTS01001345.1","NW_018345296.1",21792
"phaCin_unsw_v4.1.fa.scaf01346","MSTS01001346.1","NW_018345297.1",21790
"phaCin_unsw_v4.1.fa.scaf01347","MSTS01001347.1","NW_018345298.1",21764
"phaCin_unsw_v4.1.fa.scaf01348","MSTS01001348.1","NW_018345299.1",21709
"phaCin_unsw_v4.1.fa.scaf01349","MSTS01001349.1","NW_018345300.1",21692
"phaCin_unsw_v4.1.fa.scaf01350","MSTS01001350.1","NW_018345301.1",21666
"phaCin_unsw_v4.1.fa.scaf01351","MSTS01001351.1","NW_018345302.1",21659
"phaCin_unsw_v4.1.fa.scaf01352","MSTS01001352.1","NW_018345303.1",21613
"phaCin_unsw_v4.1.fa.scaf01353","MSTS01001353.1","NW_018345304.1",21586
"phaCin_unsw_v4.1.fa.scaf01354","MSTS01001354.1","NW_018345305.1",21566
"phaCin_unsw_v4.1.fa.scaf01355","MSTS01001355.1","NW_018345306.1",21556
"phaCin_unsw_v4.1.fa.scaf01356","MSTS01001356.1","NW_018345307.1",21514
"phaCin_unsw_v4.1.fa.scaf01357","MSTS01001357.1","NW_018345308.1",21413
"phaCin_unsw_v4.1.fa.scaf01358","MSTS01001358.1","NW_018345309.1",21396
"phaCin_unsw_v4.1.fa.scaf01359","MSTS01001359.1","NW_018345310.1",21380
"phaCin_unsw_v4.1.fa.scaf01360","MSTS01001360.1","NW_018345311.1",21360
"phaCin_unsw_v4.1.fa.scaf01361","MSTS01001361.1","NW_018345312.1",21357
"phaCin_unsw_v4.1.fa.scaf01362","MSTS01001362.1","NW_018345313.1",21356
"phaCin_unsw_v4.1.fa.scaf01363","MSTS01001363.1","NW_018345314.1",21346
"phaCin_unsw_v4.1.fa.scaf01364","MSTS01001364.1","NW_018345315.1",21228
"phaCin_unsw_v4.1.fa.scaf01365","MSTS01001365.1","NW_018345316.1",21216
"phaCin_unsw_v4.1.fa.scaf01366","MSTS01001366.1","NW_018345317.1",21207
"phaCin_unsw_v4.1.fa.scaf01367","MSTS01001367.1","NW_018345318.1",21170
"phaCin_unsw_v4.1.fa.scaf01368","MSTS01001368.1","NW_018345319.1",21154
"phaCin_unsw_v4.1.fa.scaf01369","MSTS01001369.1","NW_018345320.1",21151
"phaCin_unsw_v4.1.fa.scaf01370","MSTS01001370.1","NW_018345321.1",21149
"phaCin_unsw_v4.1.fa.scaf01371","MSTS01001371.1","NW_018345322.1",21128
"phaCin_unsw_v4.1.fa.scaf01372","MSTS01001372.1","NW_018345323.1",21101
"phaCin_unsw_v4.1.fa.scaf01373","MSTS01001373.1","NW_018345324.1",21091
"phaCin_unsw_v4.1.fa.scaf01374","MSTS01001374.1","NW_018345325.1",21046
"phaCin_unsw_v4.1.fa.scaf01375","MSTS01001375.1","NW_018345326.1",21014
"phaCin_unsw_v4.1.fa.scaf01376","MSTS01001376.1","NW_018345327.1",20964
"phaCin_unsw_v4.1.fa.scaf01377","MSTS01001377.1","NW_018345328.1",20938
"phaCin_unsw_v4.1.fa.scaf01378","MSTS01001378.1","NW_018345329.1",20931
"phaCin_unsw_v4.1.fa.scaf01379","MSTS01001379.1","NW_018345330.1",20905
"phaCin_unsw_v4.1.fa.scaf01380","MSTS01001380.1","NW_018345331.1",20901
"phaCin_unsw_v4.1.fa.scaf01381","MSTS01001381.1","NW_018345332.1",20897
"phaCin_unsw_v4.1.fa.scaf01382","MSTS01001382.1","NW_018345333.1",20829
"phaCin_unsw_v4.1.fa.scaf01383","MSTS01001383.1","NW_018345334.1",20819
"phaCin_unsw_v4.1.fa.scaf01384","MSTS01001384.1","NW_018345335.1",20783
"phaCin_unsw_v4.1.fa.scaf01385","MSTS01001385.1","NW_018345336.1",20766
"phaCin_unsw_v4.1.fa.scaf01386","MSTS01001386.1","NW_018345337.1",20726
"phaCin_unsw_v4.1.fa.scaf01387","MSTS01001387.1","NW_018345338.1",20641
"phaCin_unsw_v4.1.fa.scaf01388","MSTS01001388.1","NW_018345339.1",20594
"phaCin_unsw_v4.1.fa.scaf01389","MSTS01001389.1","NW_018345340.1",20593
"phaCin_unsw_v4.1.fa.scaf01390","MSTS01001390.1","NW_018345341.1",20577
"phaCin_unsw_v4.1.fa.scaf01391","MSTS01001391.1","NW_018345342.1",20574
"phaCin_unsw_v4.1.fa.scaf01392","MSTS01001392.1","NW_018345343.1",20565
"phaCin_unsw_v4.1.fa.scaf01393","MSTS01001393.1","NW_018345344.1",20528
"phaCin_unsw_v4.1.fa.scaf01394","MSTS01001394.1","NW_018345345.1",20488
"phaCin_unsw_v4.1.fa.scaf01395","MSTS01001395.1","NW_018345346.1",20417
"phaCin_unsw_v4.1.fa.scaf01396","MSTS01001396.1","NW_018345347.1",20353
"phaCin_unsw_v4.1.fa.scaf01397","MSTS01001397.1","NW_018345348.1",20341
"phaCin_unsw_v4.1.fa.scaf01398","MSTS01001398.1","NW_018345349.1",20322
"phaCin_unsw_v4.1.fa.scaf01399","MSTS01001399.1","NW_018345350.1",20322
"phaCin_unsw_v4.1.fa.scaf01400","MSTS01001400.1","NW_018345351.1",20231
"phaCin_unsw_v4.1.fa.scaf01401","MSTS01001401.1","NW_018345352.1",20230
"phaCin_unsw_v4.1.fa.scaf01402","MSTS01001402.1","NW_018345353.1",20159
"phaCin_unsw_v4.1.fa.scaf01403","MSTS01001403.1","NW_018345354.1",20069
"phaCin_unsw_v4.1.fa.scaf01404","MSTS01001404.1","NW_018345355.1",19937
"phaCin_unsw_v4.1.fa.scaf01405","MSTS01001405.1","NW_018345356.1",19898
"phaCin_unsw_v4.1.fa.scaf01406","MSTS01001406.1","NW_018345357.1",19841
"phaCin_unsw_v4.1.fa.scaf01407","MSTS01001407.1","NW_018345358.1",19807
"phaCin_unsw_v4.1.fa.scaf01408","MSTS01001408.1","NW_018345359.1",19804
"phaCin_unsw_v4.1.fa.scaf01409","MSTS01001409.1","NW_018345360.1",19792
"phaCin_unsw_v4.1.fa.scaf01410","MSTS01001410.1","NW_018345361.1",19732
"phaCin_unsw_v4.1.fa.scaf01411","MSTS01001411.1","NW_018345362.1",19680
"phaCin_unsw_v4.1.fa.scaf01412","MSTS01001412.1","NW_018345363.1",19547
"phaCin_unsw_v4.1.fa.scaf01413","MSTS01001413.1","NW_018345364.1",19538
"phaCin_unsw_v4.1.fa.scaf01414","MSTS01001414.1","NW_018345365.1",19470
"phaCin_unsw_v4.1.fa.scaf01415","MSTS01001415.1","NW_018345366.1",19463
"phaCin_unsw_v4.1.fa.scaf01416","MSTS01001416.1","NW_018345367.1",19456
"phaCin_unsw_v4.1.fa.scaf01417","MSTS01001417.1","NW_018345368.1",19363
"phaCin_unsw_v4.1.fa.scaf01418","MSTS01001418.1","NW_018345369.1",19354
"phaCin_unsw_v4.1.fa.scaf01419","MSTS01001419.1","NW_018345370.1",19322
"phaCin_unsw_v4.1.fa.scaf01420","MSTS01001420.1","NW_018345371.1",19319
"phaCin_unsw_v4.1.fa.scaf01421","MSTS01001421.1","NW_018345372.1",19311
"phaCin_unsw_v4.1.fa.scaf01422","MSTS01001422.1","NW_018345373.1",19293
"phaCin_unsw_v4.1.fa.scaf01423","MSTS01001423.1","NW_018345374.1",19238
"phaCin_unsw_v4.1.fa.scaf01424","MSTS01001424.1","NW_018345375.1",19233
"phaCin_unsw_v4.1.fa.scaf01425","MSTS01001425.1","NW_018345376.1",19219
"phaCin_unsw_v4.1.fa.scaf01426","MSTS01001426.1","NW_018345377.1",19196
"phaCin_unsw_v4.1.fa.scaf01427","MSTS01001427.1","NW_018345378.1",19184
"phaCin_unsw_v4.1.fa.scaf01428","MSTS01001428.1","NW_018345379.1",18976
"phaCin_unsw_v4.1.fa.scaf01429","MSTS01001429.1","NW_018345380.1",18940
"phaCin_unsw_v4.1.fa.scaf01430","MSTS01001430.1","NW_018345381.1",18933
"phaCin_unsw_v4.1.fa.scaf01431","MSTS01001431.1","NW_018345382.1",18932
"phaCin_unsw_v4.1.fa.scaf01432","MSTS01001432.1","NW_018345383.1",18885
"phaCin_unsw_v4.1.fa.scaf01433","MSTS01001433.1","NW_018345384.1",18876
"phaCin_unsw_v4.1.fa.scaf01434","MSTS01001434.1","NW_018345385.1",18844
"phaCin_unsw_v4.1.fa.scaf01435","MSTS01001435.1","NW_018345386.1",18840
"phaCin_unsw_v4.1.fa.scaf01436","MSTS01001436.1","NW_018345387.1",18828
"phaCin_unsw_v4.1.fa.scaf01437","MSTS01001437.1","NW_018345388.1",18810
"phaCin_unsw_v4.1.fa.scaf01438","MSTS01001438.1","NW_018345389.1",18737
"phaCin_unsw_v4.1.fa.scaf01439","MSTS01001439.1","NW_018345390.1",18719
"phaCin_unsw_v4.1.fa.scaf01440","MSTS01001440.1","NW_018345391.1",18710
"phaCin_unsw_v4.1.fa.scaf01441","MSTS01001441.1","NW_018345392.1",18683
"phaCin_unsw_v4.1.fa.scaf01442","MSTS01001442.1","NW_018345393.1",18612
"phaCin_unsw_v4.1.fa.scaf01443","MSTS01001443.1","NW_018345394.1",18539
"phaCin_unsw_v4.1.fa.scaf01444","MSTS01001444.1","NW_018345395.1",18530
"phaCin_unsw_v4.1.fa.scaf01445","MSTS01001445.1","NW_018345396.1",18506
"phaCin_unsw_v4.1.fa.scaf01446","MSTS01001446.1","NW_018345397.1",18435
"phaCin_unsw_v4.1.fa.scaf01447","MSTS01001447.1","NW_018345398.1",18430
"phaCin_unsw_v4.1.fa.scaf01448","MSTS01001448.1","NW_018345399.1",18426
"phaCin_unsw_v4.1.fa.scaf01449","MSTS01001449.1","NW_018345400.1",18388
"phaCin_unsw_v4.1.fa.scaf01450","MSTS01001450.1","NW_018345401.1",18382
"phaCin_unsw_v4.1.fa.scaf01451","MSTS01001451.1","NW_018345402.1",18320
"phaCin_unsw_v4.1.fa.scaf01452","MSTS01001452.1","NW_018345403.1",18293
"phaCin_unsw_v4.1.fa.scaf01453","MSTS01001453.1","NW_018345404.1",18272
"phaCin_unsw_v4.1.fa.scaf01454","MSTS01001454.1","NW_018345405.1",18262
"phaCin_unsw_v4.1.fa.scaf01455","MSTS01001455.1","NW_018345406.1",18246
"phaCin_unsw_v4.1.fa.scaf01456","MSTS01001456.1","NW_018345407.1",18166
"phaCin_unsw_v4.1.fa.scaf01457","MSTS01001457.1","NW_018345408.1",18151
"phaCin_unsw_v4.1.fa.scaf01458","MSTS01001458.1","NW_018345409.1",18131
"phaCin_unsw_v4.1.fa.scaf01459","MSTS01001459.1","NW_018345410.1",18098
"phaCin_unsw_v4.1.fa.scaf01460","MSTS01001460.1","NW_018345411.1",18092
"phaCin_unsw_v4.1.fa.scaf01461","MSTS01001461.1","NW_018345412.1",18023
"phaCin_unsw_v4.1.fa.scaf01462","MSTS01001462.1","NW_018345413.1",18022
"phaCin_unsw_v4.1.fa.scaf01463","MSTS01001463.1","NW_018345414.1",18003
"phaCin_unsw_v4.1.fa.scaf01464","MSTS01001464.1","NW_018345415.1",17991
"phaCin_unsw_v4.1.fa.scaf01465","MSTS01001465.1","NW_018345416.1",17952
"phaCin_unsw_v4.1.fa.scaf01466","MSTS01001466.1","NW_018345417.1",17896
"phaCin_unsw_v4.1.fa.scaf01467","MSTS01001467.1","NW_018345418.1",17889
"phaCin_unsw_v4.1.fa.scaf01468","MSTS01001468.1","NW_018345419.1",17782
"phaCin_unsw_v4.1.fa.scaf01469","MSTS01001469.1","NW_018345420.1",17739
"phaCin_unsw_v4.1.fa.scaf01470","MSTS01001470.1","NW_018345421.1",17649
"phaCin_unsw_v4.1.fa.scaf01471","MSTS01001471.1","NW_018345422.1",17603
"phaCin_unsw_v4.1.fa.scaf01472","MSTS01001472.1","NW_018345423.1",17589
"phaCin_unsw_v4.1.fa.scaf01473","MSTS01001473.1","NW_018345424.1",17538
"phaCin_unsw_v4.1.fa.scaf01474","MSTS01001474.1","NW_018345425.1",17535
"phaCin_unsw_v4.1.fa.scaf01475","MSTS01001475.1","NW_018345426.1",17531
"phaCin_unsw_v4.1.fa.scaf01476","MSTS01001476.1","NW_018345427.1",17437
"phaCin_unsw_v4.1.fa.scaf01477","MSTS01001477.1","NW_018345428.1",17380
"phaCin_unsw_v4.1.fa.scaf01478","MSTS01001478.1","NW_018345429.1",17330
"phaCin_unsw_v4.1.fa.scaf01479","MSTS01001479.1","NW_018345430.1",17148
"phaCin_unsw_v4.1.fa.scaf01480","MSTS01001480.1","NW_018345431.1",17116
"phaCin_unsw_v4.1.fa.scaf01481","MSTS01001481.1","NW_018345432.1",17088
"phaCin_unsw_v4.1.fa.scaf01482","MSTS01001482.1","NW_018345433.1",17083
"phaCin_unsw_v4.1.fa.scaf01483","MSTS01001483.1","NW_018345434.1",17058
"phaCin_unsw_v4.1.fa.scaf01484","MSTS01001484.1","NW_018345435.1",17052
"phaCin_unsw_v4.1.fa.scaf01485","MSTS01001485.1","NW_018345436.1",17034
"phaCin_unsw_v4.1.fa.scaf01486","MSTS01001486.1","NW_018345437.1",16997
"phaCin_unsw_v4.1.fa.scaf01487","MSTS01001487.1","NW_018345438.1",16943
"phaCin_unsw_v4.1.fa.scaf01488","MSTS01001488.1","NW_018345439.1",16937
"phaCin_unsw_v4.1.fa.scaf01489","MSTS01001489.1","NW_018345440.1",16875
"phaCin_unsw_v4.1.fa.scaf01490","MSTS01001490.1","NW_018345441.1",16794
"phaCin_unsw_v4.1.fa.scaf01491","MSTS01001491.1","NW_018345442.1",16762
"phaCin_unsw_v4.1.fa.scaf01492","MSTS01001492.1","NW_018345443.1",16732
"phaCin_unsw_v4.1.fa.scaf01493","MSTS01001493.1","NW_018345444.1",16725
"phaCin_unsw_v4.1.fa.scaf01494","MSTS01001494.1","NW_018345445.1",16676
"phaCin_unsw_v4.1.fa.scaf01495","MSTS01001495.1","NW_018345446.1",16606
"phaCin_unsw_v4.1.fa.scaf01496","MSTS01001496.1","NW_018345447.1",16385
"phaCin_unsw_v4.1.fa.scaf01497","MSTS01001497.1","NW_018345448.1",16369
"phaCin_unsw_v4.1.fa.scaf01498","MSTS01001498.1","NW_018345449.1",16352
"phaCin_unsw_v4.1.fa.scaf01499","MSTS01001499.1","NW_018345450.1",16311
"phaCin_unsw_v4.1.fa.scaf01500","MSTS01001500.1","NW_018345451.1",16210
"phaCin_unsw_v4.1.fa.scaf01501","MSTS01001501.1","NW_018345452.1",16163
"phaCin_unsw_v4.1.fa.scaf01502","MSTS01001502.1","NW_018345453.1",16121
"phaCin_unsw_v4.1.fa.scaf01503","MSTS01001503.1","NW_018345454.1",16098
"phaCin_unsw_v4.1.fa.scaf01504","MSTS01001504.1","NW_018345455.1",16084
"phaCin_unsw_v4.1.fa.scaf01505","MSTS01001505.1","NW_018345456.1",15901
"phaCin_unsw_v4.1.fa.scaf01506","MSTS01001506.1","NW_018345457.1",15900
